gene_symbol,chromosome,clinical_significance,disease,inheritance_pattern,allele_frequency
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.029278435
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.074489037
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.021377843
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.026068398
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.000162025
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006200849
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.009103841
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000615701
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000171496
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00913243
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.008931305
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,8.44e-05
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.001618625
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.011927547
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.042635506
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001755858
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.047427287
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.038716803
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000465779
HEXA,chr15,Pathogenic,Tay-Sachs Disease,unknown,2.2e-06
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.016304299
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.004413511
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001076386
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.019910476
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.001451793
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.012905968
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.012954927
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002531054
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001370904
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.028051501
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.01584579
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.022195855
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.029218522
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00189204
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.030480158
CFTR,chr7,Benign,Cystic Fibrosis,germline,2.52e-05
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,2.66e-05
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000843375
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.00634348
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,7.17e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.058760511
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,2.85e-06
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001961103
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000203735
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.015389902
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.014567782
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.088873271
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000770441
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000207856
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.02858654
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000888441
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.004952799
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002613289
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002017047
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.018583398
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000645478
HEXA,chr15,Pathogenic,Tay-Sachs Disease,unknown,0.009720226
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000283557
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.073084728
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.003958745
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.053101673
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.053432073
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.031237036
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.040236992
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004056417
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.026648444
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001755913
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.043245392
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000266809
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000461258
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.008903343
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.030098809
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001167001
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001262516
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.011257256
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,3.52e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.007676534
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.008544629
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.012258383
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.020067872
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001059317
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002908915
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.092286746
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003913604
DMD,chrX,Benign,Dystrophin Deficiency,germline,0.103889627
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000659226
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.12765203
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.001900607
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.002701719
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.061408534
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.017094003
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.037184156
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.087167906
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.001740858
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,0.008301218
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.027305553
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.020704818
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.023361031
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.009040555
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.011921021
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.007317658
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.000246558
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.00107539
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.033264085
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.009587947
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.166300747
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002957682
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,7.03e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.145101307
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.011320438
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,0.005459476
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.082812415
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003410008
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.019309638
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00021572
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.018556491
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.023971966
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.019687223
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003758338
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007230481
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.038277202
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.046030751
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.109053025
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000730078
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.012702975
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.006529198
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.031522848
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000206685
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000949807
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00710476
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.012297879
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.007589388
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,0.093471151
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.009421928
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.038354257
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.017522807
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001820374
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001621235
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.020807791
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.042520798
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.007820556
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.001120855
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004341237
CFTR,chr7,Uncertain,Cystic Fibrosis,unknown,0.002140277
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.037623082
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.005764479
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.026146861
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.138273238
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,6.9e-06
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.008153535
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.007775505
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.086961142
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.010815618
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001417259
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.0181034
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001138164
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000268523
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.006312525
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,1.72e-05
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.006873094
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.007355079
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.13662469
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000441916
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003558189
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.029819457
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.032564386
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.002223492
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.022193926
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.027917996
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.00196905
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.024532788
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001681973
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003333662
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.020284463
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.011811556
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.054484617
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.006973248
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.054027065
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.0220732
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.161136498
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.003462371
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,1.65e-05
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.011289687
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.103484475
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.004348554
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.060951321
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.013450611
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001428976
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.033087736
CFTR,chr7,Pathogenic,Cftr-Related Disorder,germline,0.02987523
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.056645604
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.005072443
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.010866492
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.013143171
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.031992892
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.006135811
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000381106
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.024635299
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000452293
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.005890646
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.008122414
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.008223441
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.047240893
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.064007548
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005948901
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.065562374
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.031774788
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.021936952
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,0.010156267
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.013177244
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.034455975
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.106083186
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.039227928
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.226745221
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.012966418
CFTR,chr7,Benign,Cystic Fibrosis,germline,3.78e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.02882715
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.002307202
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.001018518
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.009624931
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.000132906
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,9.99e-05
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.015700779
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.016060432
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.029484937
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004174333
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.080051453
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.007368337
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.060125711
DMD,chrX,Benign,Dystrophin Deficiency,germline,0.016099343
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002773814
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000664953
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002902151
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000738749
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000258125
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.004777247
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.159840345
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,1.02e-06
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.089337396
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011528791
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011880083
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.035576175
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004616883
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.005241437
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005460388
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001359758
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.016255629
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001378512
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.000888692
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.084044022
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.027328292
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,4.41e-06
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.100573525
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.016054723
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.026375596
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.001576721
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.005779205
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.03042985
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.160237092
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.086629812
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001826718
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000339272
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.010534591
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001370397
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.009099636
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.006429589
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,5.17e-05
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008512053
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.0274962
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.003015653
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.019258963
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.037936585
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.034280662
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.036788969
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000553546
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.022220381
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.034048587
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.02442387
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.050051019
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006573695
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001446404
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,8.42e-05
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000557508
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.015522955
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006669834
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.00088675
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.043183019
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.056160711
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.116043839
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000990567
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.056381572
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.012454251
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.02897311
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.038821226
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.084635238
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000272736
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.047403096
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,0.004076836
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,9.49e-05
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.004317955
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.179818222
HEXA,chr15,Benign,Tay-Sachs Disease,germline,2.43e-06
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.018327328
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.038570784
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004915291
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.109251501
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.015861602
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.051304867
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.005696569
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.001748819
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.02352382
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.005618679
CFTR,chr7,Pathogenic,Cystic Fibrosis,unknown,8.25e-05
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.082063847
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.025306918
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.017083404
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.01377563
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001105807
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.058801016
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001617439
CFTR,chr7,Pathogenic,Cftr-Related Disorder,germline,3.86e-05
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000131567
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.102014631
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.001470522
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.005533555
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.035579937
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.042754972
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.003876087
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001481109
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.013616182
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000771318
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.053326637
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.020409531
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.003541397
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000715724
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.014682646
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.063065129
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.042899728
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.012480672
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001753278
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000570323
CFTR,chr7,Uncertain,Hereditary Pancreatitis,germline,0.004877604
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.024742381
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004955641
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000846527
